,MAL_ID,Name,Score,Genres,Type,Episodes,Premiered,Producers,Licensors,Studios,Source,Duration,Rating,Ranked,Popularity,Members,Dropped,Season,Year,DropRatio(%),RunLength
11343,32370,D.Gray-man Hallow,7.75,"['Action', 'Adventure', 'Super Power', 'Demons', 'Shounen']",TV,13.0,Summer 2016,"['TV Tokyo', 'Aniplex', 'Dentsu', 'Shueisha']",['Funimation'],['TMS Entertainment'],Manga,24.0,R,922.0,953,155950,5003,Summer,2016.0,3.2080795126643156,One Season
11346,32379,Berserk,6.39,"['Action', 'Adventure', 'Demons', 'Drama', 'Fantasy', 'Horror', 'Military', 'Romance', 'Seinen', 'Supernatural']",TV,12.0,Summer 2016,"['WOWOW', 'Mainichi Broadcasting System', 'Hakusensha', 'Ultra Super Pictures', 'LIDENFILMS', 'NBCUniversal Entertainment Japan', 'Lucent Pictures Entertainment', 'Docomo Anime Store', 'Koei Tecmo Games', 'Rialto Entertainment']","['Funimation', 'Crunchyroll']","['Millepensee', 'GEMBA']",Manga,24.0,R+,6438.0,574,254341,25368,Summer,2016.0,9.974011268336604,One Season
11357,32407,Clockwork Planet,6.47,"['Fantasy', 'Sci-Fi']",TV,12.0,Spring 2017,"['TBS', 'Kodansha', 'NBCUniversal Entertainment Japan', 'NichiNare', 'GYAO!', 'Akatsuki']",['Funimation'],['Xebec'],Light novel,24.0,PG13,6063.0,1133,130534,16868,Spring,2017.0,12.922303767600779,One Season
11372,32438,Mayoiga,5.53,"['Mystery', 'Comedy', 'Horror', 'Psychological', 'Drama']",TV,12.0,Spring 2016,"['WOWOW', 'Mainichi Broadcasting System', 'Pony Canyon', 'KlockWorx', 'Studio Mausu', 'Azumaker', 'Shogakukan']",['Ponycan USA'],['Diomedéa'],Original,24.0,R,9609.0,787,189103,22232,Spring,2016.0,11.756555950989672,One Season
11386,32483,Cheer Danshi!!,6.71,"['Sports', 'Drama', 'School']",TV,12.0,Summer 2016,"['Bandai Visual', 'Lantis', 'Nihon Ad Systems', 'Tokyo MX', 'Shueisha', 'Sony PCL']",['Funimation'],"[""Brain's Base""]",Novel,24.0,PG13,4850.0,2163,53460,5902,Summer,2016.0,11.040029928918818,One Season
11390,32494,Days (TV),7.2,"['Sports', 'School', 'Shounen']",TV,24.0,Summer 2016,"['Dentsu', 'Animax', 'Mainichi Broadcasting System', 'Pony Canyon', 'Kodansha', 'Tokyo MX', 'Lawson HMV Entertainment', 'BS11', 'Animatic', 'Techno Sound']",['Ponycan USA'],['MAPPA'],Manga,24.0,PG13,2759.0,1300,109636,11816,Summer,2016.0,10.77748184902769,Two Season
11396,32526,Love Live! Sunshine!!,7.4,"['Music', 'Slice of Life', 'School']",TV,13.0,Summer 2016,"['Bandai Visual', 'Lantis', 'Magic Capsule', 'ASCII Media Works', 'Bushiroad']",['Funimation'],['Sunrise'],Other,24.0,PG13,1905.0,1059,140379,5574,Summer,2016.0,3.9706793751202105,One Season
11398,32542,Sakamoto Desu ga?,7.59,"['Slice of Life', 'Comedy', 'School', 'Seinen']",TV,12.0,Spring 2016,"['Kadokawa Shoten', 'TBS', 'DAX Production', 'Daiichikosho', 'King Records', 'NichiNare']",['Sentai Filmworks'],['Studio Deen'],Manga,24.0,PG13,1298.0,209,541911,37358,Spring,2016.0,6.893751926054279,One Season
11404,32555,Stella no Mahou,6.87,"['Game', 'Slice of Life', 'Comedy', 'School']",TV,12.0,Fall 2016,"['Kadokawa Shoten', 'AT-X', 'flying DOG', 'Houbunsha', 'Hakuhodo DY Music & Pictures']",['Sentai Filmworks'],['SILVER LINK.'],4-koma manga,23.0,PG13,4168.0,2785,33679,2339,Fall,2016.0,6.9449805516790875,One Season
11411,32568,Kamiwaza Wanda,,"['Sci-Fi', 'Kids']",TV,47.0,Spring 2016,['TBS'],,['TMS Entertainment'],Original,24.0,PG,14850.0,12157,491,85,Spring,2016.0,17.311608961303463,Four or more Season
11417,32582,Duel Masters VSRF,5.44,"['Action', 'Adventure', 'Comedy', 'Shounen']",TV,51.0,Spring 2016,"['TV Tokyo', 'Shogakukan-Shueisha Productions']",,['Studio Hibari'],Original,24.0,PG13,9820.0,10295,1078,174,Spring,2016.0,16.14100185528757,Four or more Season
11423,32595,Seisen Cerberus: Ryuukoku no Fatalités,5.64,"['Adventure', 'Fantasy']",TV,13.0,Spring 2016,"['TV Tokyo', 'Genco', 'Pony Canyon', 'Tohokushinsha Film Corporation', ""Children's Playground Entertainment"", 'GREE']",,['Bridge'],Game,24.0,R,9333.0,1593,84952,14210,Spring,2016.0,16.72709294660514,One Season
11424,32596,The Snack World (TV),,"['Adventure', 'Comedy', 'Kids', 'Fantasy']",TV,50.0,Spring 2017,"['TOHO animation', 'Level-5']",,"['OLM', 'OLM Digital']",Original,23.0,G,12472.0,12013,524,99,Spring,2017.0,18.893129770992367,Four or more Season
11427,32601,12-sai.: Chicchana Mune no Tokimeki,6.42,"['Romance', 'School', 'Shoujo']",TV,12.0,Spring 2016,"['Shogakukan-Shueisha Productions', 'AT-X', 'Nippon Columbia', 'Tokyo MX', 'Shogakukan', 'JR East Marketing & Communications', 'Sun TV']",,['OLM'],Manga,24.0,PG,6305.0,3161,27034,2851,Spring,2016.0,10.545979137382556,One Season
11430,32607,Gi(a)rlish Number,6.88,['Slice of Life'],TV,12.0,Fall 2016,"['Frontier Works', 'TBS', 'DAX Production', 'ASCII Media Works', 'NBCUniversal Entertainment Japan', 'i0+', 'Medicos Entertainment', 'NichiNare']",['Sentai Filmworks'],['Diomedéa'],Original,24.0,PG13,4104.0,1537,89326,6271,Fall,2016.0,7.0203524169894544,One Season
11431,32608,Endride,5.65,"['Adventure', 'Fantasy']",TV,24.0,Spring 2016,"['VAP', 'Nippon Television Network', 'Nippon Television Music', 'Takara Tomy A.R.T.S', 'CyberAgent', 'Forecast Communications']",['Funimation'],"[""Brain's Base""]",Original,23.0,PG13,9285.0,1968,61776,16759,Spring,2016.0,27.128658378658375,Two Season
11434,32615,Youjo Senki,8.0,"['Action', 'Military', 'Magic']",TV,12.0,Winter 2017,"['Media Factory', 'AT-X', 'Enterbrain', 'Sony Music Communications']","['Funimation', 'Crunchyroll']",['Nut'],Light novel,24.0,R,547.0,177,600880,20785,Winter,2017.0,3.4590933297829847,One Season
11454,32648,Handa-kun,7.39,"['Slice of Life', 'Comedy', 'Shounen']",TV,12.0,Summer 2016,"['Square Enix', 'Lantis', 'TBS', 'DAX Production', 'Memory-Tech', 'TC Entertainment', 'Docomo Anime Store', 'NichiNare']",['Funimation'],['Diomedéa'],Manga,24.0,PG13,1951.0,740,200188,10595,Summer,2016.0,5.292525026475113,One Season
11462,32670,Battle Spirits: Double Drive,5.83,"['Game', 'Fantasy']",TV,51.0,Spring 2016,,,['Bandai Namco Pictures'],Card game,24.0,PG,8730.0,10105,1171,136,Spring,2016.0,11.61400512382579,Four or more Season
11463,32673,Udon no Kuni no Kiniro Kemari,7.76,"['Slice of Life', 'Fantasy', 'Seinen']",TV,12.0,Fall 2016,"['VAP', 'Nippon Television Network', 'Nippon Television Music', 'Nishinippon Broadcasting', 'Dai Nippon Printing', 'Shinchosha']",['Discotek Media'],['LIDENFILMS'],Manga,22.0,PG13,909.0,1405,99145,4287,Fall,2016.0,4.323969943012759,One Season
11468,32686,Keijo!!!!!!!!,7.02,"['Action', 'Sports', 'Ecchi', 'Shounen']",TV,12.0,Fall 2016,"['Sotsu', 'Lantis', 'Warner Bros. Japan', 'KlockWorx', 'Medicos Entertainment', 'Shogakukan', 'NichiNare', 'Radio Osaka']",['Funimation'],['Xebec'],Manga,23.0,PG13,3574.0,474,296623,22325,Fall,2016.0,7.526388715642415,One Season
11472,32696,Fukigen na Mononokean,7.42,"['Comedy', 'Demons', 'Supernatural']",TV,13.0,Summer 2016,"['Square Enix', 'AT-X', 'Age Global Networks', 'Docomo Anime Store', 'Yomiuri TV Enterprise', 'Tokuma Japan Communications', 'Kanon Sound', 'RAY']","['Funimation', 'Crunchyroll']",['Pierrot Plus'],Web manga,24.0,PG13,1819.0,1388,101218,6227,Summer,2016.0,6.152067814025173,One Season
11478,32717,Aikatsu Stars!,7.52,"['Music', 'School', 'Shoujo', 'Slice of Life']",TV,100.0,Spring 2016,"['TV Tokyo', 'Echoes']",,['Bandai Namco Pictures'],Original,24.0,PG,1499.0,4212,14513,1267,Spring,2016.0,8.730104044649623,Four or more Season
11480,32729,Orange,7.62,"['Sci-Fi', 'Drama', 'Romance', 'School', 'Shoujo']",TV,13.0,Summer 2016,"['TMS Entertainment', 'DAX Production', 'TOHO animation', 'Lawson', 'ABC Animation']","['Funimation', 'Crunchyroll']",['Telecom Animation Film'],Manga,24.0,PG13,1226.0,210,545748,22884,Summer,2016.0,4.193144088480397,One Season
11511,32772,Puzzle & Dragons Cross,6.48,"['Game', 'Kids']",TV,89.0,Summer 2016,['Audio Planning U'],['Funimation'],['Studio Pierrot'],Game,24.0,PG13,6014.0,5547,7380,1754,Summer,2016.0,23.766937669376695,Four or more Season
11521,32785,Future Card Buddyfight Triple D,6.43,['Game'],TV,51.0,Spring 2016,['Bushiroad'],,"['Xebec', 'OLM']",Card game,23.0,PG,6282.0,7834,2994,319,Spring,2016.0,10.654642618570474,Four or more Season
11526,32792,Mobile Suit Gundam Unicorn RE:0096,7.58,"['Action', 'Drama', 'Mecha', 'Military', 'Sci-Fi', 'Space']",TV,22.0,Spring 2016,"['Bandai Visual', 'Sotsu', 'Kadokawa Shoten', 'Asatsu DK', 'Tohokushinsha Film Corporation', 'Nagoya Broadcasting Network']",['NYAV Post'],['Sunrise'],Novel,23.0,PG13,1353.0,3296,24747,1433,Spring,2016.0,5.790600880914858,Two Season
11533,32802,Cardfight!! Vanguard G: Stride Gate-hen,6.67,"['Action', 'Game', 'Shounen']",TV,24.0,Spring 2016,,,['TMS Entertainment'],Card game,24.0,PG13,5036.0,5774,6707,267,Spring,2016.0,3.980915461458178,Two Season
11553,32828,Amaama to Inazuma,7.53,"['Comedy', 'Slice of Life', 'Seinen']",TV,12.0,Summer 2016,"['Toei Video', 'Kodansha', 'Shin-Ei Animation', 'DAX Production', 'Asmik Ace', 'Yomiuri TV Enterprise', 'Sumitomo', 'TMS Music']",,['TMS Entertainment'],Manga,24.0,PG13,1471.0,628,230111,11919,Summer,2016.0,5.179674157254542,One Season
11561,32836,Senki Zesshou Symphogear AXZ,7.6,"['Action', 'Music', 'Sci-Fi']",TV,13.0,Summer 2017,"['Memory-Tech', 'Bushiroad', 'MAGES.', 'King Records', 'Kinyosha']",,['Satelight'],Original,24.0,PG13,1276.0,3108,27738,644,Summer,2017.0,2.321724709784411,One Season
11563,32843,Senki Zesshou Symphogear XV,8.21,"['Action', 'Music', 'Sci-Fi']",TV,13.0,Summer 2019,"['Memory-Tech', 'Bushiroad', 'MAGES.', 'King Records', 'Kinyosha']",,['Satelight'],Original,23.0,PG13,302.0,3078,28318,627,Summer,2019.0,2.2141394166254678,One Season
11582,32866,Brave Witches,6.82,"['Action', 'Ecchi', 'Magic', 'Military', 'Sci-Fi']",TV,12.0,Fall 2016,"['Nippon Columbia', 'KlockWorx', 'Glovision', 'Sony PCL', 'Kadokawa Media House', 'Sanyo Bussan', 'Kadokawa']","['Funimation', 'Crunchyroll']",['SILVER LINK.'],Original,23.0,R+,4336.0,2303,48188,3308,Fall,2016.0,6.864779613181706,One Season
11583,32867,Bungou Stray Dogs 2nd Season,8.2,"['Action', 'Mystery', 'Seinen', 'Super Power', 'Supernatural']",TV,12.0,Fall 2016,"['Lantis', 'Movic', 'KlockWorx', 'Bandai Namco Live Creative', 'Glovision', 'Lawson HMV Entertainment', 'Sony PCL']","['Funimation', 'Crunchyroll']",['Bones'],Manga,23.0,R,312.0,248,480682,5833,Fall,2016.0,1.2134841745686338,One Season
11591,32878,ēlDLIVE,6.16,"['Action', 'Sci-Fi', 'Space', 'Police', 'Shounen']",TV,12.0,Winter 2017,"['Yomiuri Telecasting', 'd-rights', 'Half H.P Studio', 'Shueisha', 'Tokuma Japan Communications', 'Tencent Japan']","['Funimation', 'Crunchyroll']",['Studio Pierrot'],Manga,24.0,PG13,7518.0,2483,42000,6919,Winter,2017.0,16.473809523809525,One Season
11593,32881,Tiger Mask W,6.98,"['Action', 'Sports', 'Drama', 'Shounen']",TV,38.0,Fall 2016,['TV Asahi'],,['Toei Animation'],Manga,23.0,PG13,3699.0,3780,18478,3862,Fall,2016.0,20.90053036042862,Three Season
11597,32887,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka Gaiden: Sword Oratoria,7.05,"['Action', 'Adventure', 'Fantasy']",TV,12.0,Spring 2017,"['Genco', 'Movic', 'Warner Bros. Japan', 'KlockWorx', 'SoftBank Creative', 'MAGES.', 'Hakuhodo DY Music & Pictures', 'FuRyu', 'Imagine']",['Sentai Filmworks'],['J.C.Staff'],Light novel,25.0,PG13,3446.0,443,315578,14783,Spring,2017.0,4.684420333483322,One Season
11606,32899,Watashi ga Motete Dousunda,7.1,"['Harem', 'Comedy', 'Romance', 'School', 'Shoujo']",TV,12.0,Fall 2016,"['TBS', 'Kodansha', 'DAX Production', 'Nippon Columbia', 'RAY']","['Funimation', 'Crunchyroll']","[""Brain's Base""]",Manga,23.0,PG13,3223.0,483,291969,17405,Fall,2016.0,5.961249310714494,One Season
11608,32901,Eromanga-sensei,6.49,"['Comedy', 'Drama', 'Romance', 'Ecchi']",TV,12.0,Spring 2017,"['Aniplex', 'Movic', 'ASCII Media Works', 'BS11', 'Kinoshita Group Holdings']",['Aniplex of America'],['A-1 Pictures'],Light novel,23.0,PG13,5943.0,227,513293,35972,Spring,2017.0,7.008083102633389,One Season
11616,32924,Urara Meirochou,7.13,"['Slice of Life', 'Comedy', 'Fantasy', 'Seinen']",TV,12.0,Winter 2017,"['TBS', 'Magic Capsule', 'Houbunsha', 'NBCUniversal Entertainment Japan', 'Nichion']",['Sentai Filmworks'],['J.C.Staff'],4-koma manga,24.0,PG13,3069.0,1332,106150,8634,Winter,2017.0,8.133772962788507,One Season
11624,32935,Haikyuu!!: Karasuno Koukou vs. Shiratorizawa Gakuen Koukou,8.87,"['Comedy', 'Sports', 'Drama', 'School', 'Shounen']",TV,10.0,Fall 2016,"['TOHO animation', 'Shueisha']",['Sentai Filmworks'],['Production I.G'],Manga,24.0,PG13,20.0,123,727240,3128,Fall,2016.0,0.4301193553709917,One Season
11626,32937,Kono Subarashii Sekai ni Shukufuku wo! 2,8.31,"['Adventure', 'Comedy', 'Parody', 'Supernatural', 'Magic', 'Fantasy']",TV,10.0,Winter 2017,"['Kadokawa Shoten', 'Nippon Columbia', 'KlockWorx', 'Sony Music Communications', 'Toranoana', '81 Produce', 'Kadokawa Media House']",['Discotek Media'],['Studio Deen'],Light novel,23.0,PG13,225.0,69,990857,8664,Winter,2017.0,0.8743945897339375,One Season
11630,32947,Battery,5.72,"['Slice of Life', 'Sports', 'Drama']",TV,11.0,Summer 2016,"['Aniplex', 'Dentsu', 'Kadokawa Shoten', 'Fuji TV', 'Kyoraku Industrial Holdings', 'Kansai Telecasting']",['Discotek Media'],['Zero-G'],Novel,23.0,PG13,9096.0,2382,45544,6798,Summer,2016.0,14.926225188828385,One Season
11631,32948,Fune wo Amu,7.64,"['Slice of Life', 'Drama', 'Romance']",TV,11.0,Fall 2016,"['Aniplex', 'Dentsu', 'Fuji TV', 'Kyoraku Industrial Holdings', 'Kansai Telecasting', 'Kobunsha']",['Discotek Media'],['Zexcs'],Novel,22.0,PG13,1172.0,1575,85958,3507,Fall,2016.0,4.079899485795389,One Season
11632,32949,Kuzu no Honkai,7.31,"['Drama', 'Romance', 'School', 'Seinen']",TV,12.0,Winter 2017,"['Aniplex', 'Dentsu', 'Square Enix', 'Studio Hibari', 'Fuji TV', 'Kyoraku Industrial Holdings', 'Kansai Telecasting']",['Sentai Filmworks'],['Lerche'],Manga,22.0,R+,2294.0,272,462466,24148,Winter,2017.0,5.221573045369822,One Season
11634,32951,Rokudenashi Majutsu Koushi to Akashic Records,7.19,"['Action', 'Magic', 'Fantasy', 'School']",TV,12.0,Spring 2017,"['Media Factory', 'AT-X', 'Kadokawa Pictures Japan', 'Ultra Super Pictures', 'Tohokushinsha Film Corporation', 'Sony Music Communications', 'Fujimi Shobo', 'Kanetsu Investment']",['Funimation'],['LIDENFILMS'],Light novel,24.0,R,2813.0,258,478935,15649,Spring,2017.0,3.267458005783666,One Season
11639,32961,Regalia: The Three Sacred Stars,5.99,"['Action', 'Sci-Fi', 'Mecha']",TV,13.0,Summer 2016,"['Sotsu', 'Lantis', 'Movic', 'AT-X', 'Memory-Tech', 'Happinet Pictures', 'BS Fuji', 'Good Smile Company', 'Hakuhodo DY Music & Pictures', 'Infinite']",['Funimation'],['Actas'],Original,24.0,PG13,8267.0,3214,25923,4197,Summer,2016.0,16.19025575743548,One Season
11640,32962,Occultic;Nine,6.94,"['Sci-Fi', 'Mystery']",TV,12.0,Fall 2016,"['Aniplex', 'MAGES.', 'Hakuhodo DY Music & Pictures', 'Lawson', 'ABC Animation', 'Contents Seed']",['Aniplex of America'],['A-1 Pictures'],Light novel,24.0,PG13,3861.0,889,167865,15575,Fall,2016.0,9.278289101361214,One Season
11642,32979,Flip Flappers,7.68,"['Sci-Fi', 'Adventure', 'Comedy', 'Magic']",TV,13.0,Fall 2016,"['Sotsu', 'Lantis', 'AT-X', 'GAGA', 'Happinet Pictures', 'BS Fuji', 'Tokyo MX', 'Hakuhodo DY Music & Pictures', 'Medicos Entertainment', 'Infinite', 'RAY']",['Sentai Filmworks'],['Studio 3Hz'],Original,23.0,PG13,1084.0,949,156048,8184,Fall,2016.0,5.244540141494925,One Season
11643,32981,Hand Shakers,5.35,['Action'],TV,12.0,Winter 2017,"['Frontier Works', 'Media Factory', 'Movic', 'Sony Music Communications', 'Medicos Entertainment', 'Kadokawa Media House']","['Funimation', 'Crunchyroll']",['GoHands'],Original,23.0,PG13,10041.0,1564,87242,19376,Winter,2017.0,22.209486256619517,One Season
11645,32983,Natsume Yuujinchou Go,8.59,"['Slice of Life', 'Demons', 'Supernatural', 'Drama', 'Shoujo']",TV,11.0,Fall 2016,"['TV Tokyo', 'Aniplex', 'Nihon Ad Systems', 'Hakusensha']",,['Shuka'],Manga,23.0,PG13,75.0,1092,135177,1531,Fall,2016.0,1.132589123889419,One Season
11648,32995,Yuri!!! on Ice,7.92,"['Comedy', 'Sports']",TV,12.0,Fall 2016,"['Dentsu', 'TV Asahi', 'Movic', 'Avex Pictures', 'CIC', 'Cygames']","['Funimation', 'Crunchyroll']",['MAPPA'],Original,23.0,PG13,650.0,191,580801,24665,Fall,2016.0,4.246721338289706,One Season
11650,32998,91 Days,7.84,"['Action', 'Drama', 'Historical']",TV,12.0,Summer 2016,"['Shochiku', 'Mainichi Broadcasting System', 'Shochiku Music Publishing']","['Funimation', 'Crunchyroll']",['Shuka'],Original,24.0,R,752.0,265,466565,19745,Summer,2016.0,4.231993398561829,One Season
11653,33003,Mahou Shoujo Ikusei Keikaku,7.0,"['Action', 'Fantasy', 'Magic', 'Supernatural', 'Thriller']",TV,12.0,Fall 2016,"['Genco', 'AT-X', 'Magic Capsule', 'flying DOG', 'Cospa', 'Toranoana', 'Medicos Entertainment', 'Animatic', 'Highlights Entertainment']",['Funimation'],['Lerche'],Light novel,24.0,R,3656.0,1154,127946,7382,Fall,2016.0,5.769621559095244,One Season
11657,33012,Island,6.35,"['Drama', 'Sci-Fi']",TV,12.0,Summer 2018,['Crunchyroll SC Anime Fund'],['Funimation'],['feel.'],Visual novel,23.0,PG13,6647.0,1362,103133,15388,Summer,2018.0,14.92053949754201,One Season
11659,33018,Katsugeki/Touken Ranbu,6.73,"['Action', 'Historical', 'Samurai', 'Fantasy']",TV,13.0,Summer 2017,"['Aniplex', 'Nitroplus', 'Good Smile Company', 'DMM.com']",['Aniplex of America'],['ufotable'],Game,23.0,PG13,4753.0,1431,97144,13733,Summer,2017.0,14.136745450053528,One Season
11660,33019,Reikenzan: Eichi e no Shikaku,6.93,"['Comedy', 'Magic', 'Fantasy']",TV,12.0,Winter 2017,"['Haoliners Animation League', 'Tencent Animation & Comics']",,['Studio Deen'],Light novel,24.0,PG13,3883.0,2658,36941,1798,Winter,2017.0,4.867220703283614,One Season
11661,33021,Ragnastrike Angels,4.34,['Action'],TV,12.0,Spring 2016,['Aniplex'],,['Satelight'],Game,30.0,PG13,10974.0,4726,11065,1184,Spring,2016.0,10.70040668775418,One Season
11662,33023,Touken Ranbu: Hanamaru,6.82,"['Action', 'Slice of Life', 'Comedy', 'Historical', 'Drama', 'Fantasy']",TV,12.0,Fall 2016,"['Marvelous', 'Nitroplus', 'Delfi Sound', 'TOHO animation', 'Good Smile Company', 'DMM.com']",['Funimation'],['Doga Kobo'],Game,24.0,PG13,4373.0,1864,66452,8025,Fall,2016.0,12.076385962800217,One Season
11665,33026,Time Bokan 24,5.89,"['Adventure', 'Comedy', 'Mecha']",TV,24.0,Fall 2016,"['Yomiuri Telecasting', 'Level-5']",,['Tatsunoko Production'],Original,23.0,PG13,8541.0,6979,4134,1123,Fall,2016.0,27.164973391388486,Two Season
11666,33027,Infini-T Force,6.5,"['Action', 'Sci-Fi', 'Super Power']",TV,12.0,Fall 2017,"['Yomiuri Telecasting', 'Shochiku', 'HoriPro', 'Pony Canyon', 'Digital Frontier', 'Bushiroad', 'Nippon Television Network', ""Children's Playground Entertainment"", 'Nippon Television Music', 'Hulu', 'Kadokawa', 'Sapporo Television Broadcasting', 'Miyagi Television Broadcasting', 'Shizuoka Daiichi Television', 'Chukyo TV Broadcasting', 'Hiroshima Television', 'Fukuoka Broadcasting System']",['VIZ Media'],['Tatsunoko Production'],Original,22.0,PG13,5885.0,5479,7579,971,Fall,2017.0,12.811716585301491,One Season
11667,33028,Danganronpa 3: The End of Kibougamine Gakuen - Zetsubou-hen,7.49,"['Action', 'Mystery', 'Horror', 'Psychological', 'School']",TV,11.0,Summer 2016,,['Funimation'],['Lerche'],Game,23.0,R,1608.0,644,225956,4795,Summer,2016.0,2.122094567083857,One Season
11668,33031,Shakunetsu no Takkyuu Musume,7.08,['Sports'],TV,12.0,Fall 2016,"['TV Tokyo', 'Sotsu', 'AT-X', 'KlockWorx', 'Memory-Tech', 'Studio Mausu', 'DIVE II Entertainment', 'Avex Pictures', ""Children's Playground Entertainment"", 'BS Japan', 'FuRyu']",,['Kinema Citrus'],Web manga,24.0,PG13,3305.0,2697,35854,2567,Fall,2016.0,7.159591677358175,One Season
11674,33037,Tsukiuta. The Animation,6.95,['Music'],TV,13.0,Summer 2016,"['Movic', 'Pierrot Plus']",['Funimation'],['Studio Pierrot'],Music,24.0,PG13,3797.0,3457,22405,2246,Summer,2016.0,10.024548091943762,One Season
11676,33041,Bubuki Buranki: Hoshi no Kyojin,6.83,"['Action', 'Sci-Fi', 'Drama', 'Mecha']",TV,12.0,Fall 2016,"['Dentsu', 'AT-X', 'Ultra Super Pictures', 'Sony Music Communications', 'Bushiroad', 'Sammy', 'Kadokawa Media (Taiwan)', 'Tose']",,['SANZIGEN'],Original,23.0,PG13,4303.0,3387,23300,1346,Fall,2016.0,5.776824034334764,One Season
11678,33044,Asa Da yo! Kaishain,,['Comedy'],TV,744.0,Spring 2016,,,['DLE'],Original,44.0,G,13343.0,11644,608,180,Spring,2016.0,29.605263157894733,Four or more Season
11680,33046,B-Project: Kodou*Ambitious,6.63,"['Music', 'Shoujo']",TV,12.0,Summer 2016,"['Aniplex', 'Movic', 'MAGES.', 'Tokyo MX', 'Hakuhodo DY Music & Pictures', 'BS11', 'Lawson', 'ABC Animation']",,['A-1 Pictures'],Music,24.0,PG13,5240.0,2633,37598,3617,Summer,2016.0,9.620192563434225,One Season
11681,33047,Fate/Extra: Last Encore,6.29,"['Action', 'Fantasy', 'Magic']",TV,10.0,Winter 2018,"['Aniplex', 'Marvelous', 'Notes']",,['Shaft'],Game,24.0,R,6959.0,943,157725,10480,Winter,2018.0,6.6444761451894125,One Season
11685,33051,Mobile Suit Gundam: Iron-Blooded Orphans 2nd Season,8.24,"['Action', 'Drama', 'Mecha', 'Sci-Fi', 'Space']",TV,25.0,Fall 2016,"['Sotsu', 'Asatsu DK', 'Mainichi Broadcasting System']",['Funimation'],['Sunrise'],Original,24.0,R,271.0,1418,97951,1926,Fall,2016.0,1.966289267082521,Two Season
11701,33084,Wa Wa Wa Wappi-chan 2nd Season,,['Kids'],TV,26.0,,['WOWOW'],,,Original,30.0,G,12760.0,16606,109,47,,,43.11926605504588,Two Season
11705,33089,Kemono Friends,7.58,"['Adventure', 'Comedy', 'Fantasy']",TV,12.0,Winter 2017,"['TV Tokyo', 'Victor Entertainment', 'AT-X', 'KlockWorx', 'flying DOG', 'Bushiroad', 'Age Global Networks', 'famima.com', 'Docomo Anime Store', 'Just Production']","['Discotek Media', 'Crunchyroll']",['Yaoyorozu'],Game,24.0,PG,1348.0,1842,67918,4100,Winter,2017.0,6.0366913042197945,One Season
11707,33094,WWW.Working!!,7.45,"['Slice of Life', 'Comedy']",TV,13.0,Fall 2016,"['Aniplex', 'Yomiuri Telecasting', 'Lawson']",['Aniplex of America'],['A-1 Pictures'],Web manga,23.0,PG13,1754.0,1184,124034,4530,Fall,2016.0,3.652224390086589,One Season
